DOCUMENT_NO,NARRATIVE,label,DEGREE_INJURY,IMMED_NOTIFY,ACTIVITY,OCCUPATION,SUBUNIT,CLASSIFICATION,MINE_ID,CONTRACTOR_ID,CAL_YR
220182010018,EE pinched finger with jawplate,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Handling supplies or material,"Warehouseman, Bagger, Palletizer/Stacker, Store keeper, Packager, Fabricator, Cleaning plant operator","STRIP, QUARY, OPEN PIT",HANDLING OF MATERIALS,3608265,,2018
220183030012,Rollover accident/ /ongoing investigation.,1,FATALITY,DEATH,"Utility truck, Water trucks","Laborer, Blacksmith, Bull gang, Parts runner, Roustabout, Pick-up man, Pitman","STRIP, QUARY, OPEN PIT",OTHER,2900708,AB8,2018
220181200031,"While offloading a drill tool, the driller caught right pinkie finger in a pinch point. The driller received a laceration to the finger requiring sutures.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Handling supplies or material,Drill operator,"STRIP, QUARY, OPEN PIT",HANDLING OF MATERIALS,3901282,,2018
220180300002,"Employee was getting down a vertical ladder, when EE felt pain in EE's left shoulder and part of EE's left back.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Climb scaffolds, Ladders","Electrician, Lineman",MILL OPERATION/PREPARATION PLANT,HANDLING OF MATERIALS,0800051,,2018
220182490005,Employee was monitoring the water bag and the movement of the loafs when the water bag burst and water hit EE's face. Causing minor eye abrasions.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Surface equipment, NEC","Ledgeman/hand, Quarry man","STRIP, QUARY, OPEN PIT",MACHINERY,2103882,,2018
220180100019,A non-injury roof fall occurred in the #4 on the Southwest Mains at survey station #976. The fall measured approximately 20 feet wide by 8 feet high by 50 feet in length. It is not affecting or impairing ventilation. It is located in a return air course. We do not intend on cleaning the fall up. We are dangering it off. No person(s) or equipment was involved in the fall.,0,ACCIDENT ONLY,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,UNDERGROUND,FALL OF ROOF OR BACK,4609362,,2018
220181020004,Employee was getting metal out and tripped and fell on a belt roller. This resulted in a laceration requiring 11 stitches to EE's left leg.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Handling supplies or material,"Prep plant foreman, Supervisor, Mill plant supervisor, Kiln supervisor",MILL OPERATION/PREPARATION PLANT,SLIP OR FALL OF PERSON,4402277,J603,2018
220181430012,"The Mechanic was cutting out a seized through shaft from a Kenworth differential. The Tech was above it when ee was cutting, then got under it to see where else needed to be cut. As the Mechanic was getting out from under, the cut broke free and the driveline swung into the Mechanics Left Cheek",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Welding or cutting,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech","STRIP, QUARY, OPEN PIT",MACHINERY,2601089,P7R,2018
220181620021,"Mine scheduled to take Metz substation off line to repair a switch. A miner tried to take the Metz elevator to the bottom before the outage, but the power was knocked with the elevator still going down, engaging safety switches that would not release automatically. By 11:46 the rope grippers were manually reset and miner was removed from the elevator.",1,ACCIDENT ONLY,ENTRAPMENT,NO VALUE FOUND,NO VALUE FOUND,UNDERGROUND,ENTRAPMENT,4601433,,2018
220181700004,"The #1 belt conveyor stalled during normal operations, the injured EE and co-worker were told to check the problem out. The v-belt guard was removed. EE placed hand on the upper v-belt. The belt conveyor pressure released itself turning counter clockwise pulling EE's fingers into the pulley, severing parts of three fingers.",1,PERM TOT OR PERM PRTL DISABLTY,NO VALUE FOUND,Machine maintenance,"Bulldozer operator, Universal operator, Heavy equipment operator, Operating engineer","STRIP, QUARY, OPEN PIT",POWERED HAULAGE,0102372,,2018
220183530012,"Was walking to a skid loader when ee tripped and stumbled, tried to catch self and fell into the spoon attachment on the skid loader.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Walking, Running","Haul/Off road/Coal/Ore/Pit/Quarry/Rock/Rubber tire truck driver, Transportation truck driver","STRIP, QUARY, OPEN PIT",SLIP OR FALL OF PERSON,1401455,,2018
220183200007,"The employee was walking down three (3) steps to the concrete basement floor. As the employee was stepping from the last of the 3 steps to the basement, EE caught heel on the last step or the left foot slipped and EE tried to catch self to keep from falling which resulted in an injury to the left ankle.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Walking, Running","Bulldozer operator, Universal operator, Heavy equipment operator, Operating engineer",MILL OPERATION/PREPARATION PLANT,SLIP OR FALL OF PERSON,4001038,,2018
220181340026,"Miner dropped a screen panel onto forklift forks and lacerated their leg down the shinbone. Laceration approximately 6"" in length.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Handling supplies or material,"Laborer, Blacksmith, Bull gang, Parts runner, Roustabout, Pick-up man, Pitman",MILL OPERATION/PREPARATION PLANT,HANDLING OF MATERIALS,3605464,,2018
220182610009,Mechanic suffered a contusion to right shin that required stitches. EE was assisting in the removal of a final drive on a CAT D-11 track dozer at the time of the incident.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Machine maintenance,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech","STRIP, QUARY, OPEN PIT",HANDLING OF MATERIALS,4801180,,2018
220181620037,"Employee was lifting one end of 2 inch conduit. 2 other employees were at the termination boxes trying to line the conduit up with the boxes. When the injured employee lifted the pipe the other 2 employees moved the pipe in their direction. This movement was not expected, and cause the employee's thumb to be caught between the 2 inch conduit, and a drain pipe.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Handling supplies or material,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",MILL OPERATION/PREPARATION PLANT,HANDLING OF MATERIALS,0200024,F996,2018
220181060040,"While closing set of rear compartment doors on Fuel/Lube Truck, gust of wind blew door abruptly causing left pinky to be smashed into other closed door. Individual refused to go see a doctor that day, but on Monday April 9th, requested to go get looked at by doctor. X-Rays indicated dislocated pinky tip and doctor put back in place.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Machine maintenance,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech","STRIP, QUARY, OPEN PIT",OTHER,4103739,,2018
220180920006,Ee went to check on the 510 air valve in the tunnel. Ee rested EE's hand on the upper ledge of the tunnel entrance. A small amount of sand fell from the ledge getting into the EE's right eye. Eye was flushed. EE went to the emergency room the next day and received a prescription for eye drops. Ee returned to work. No modified duty.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Machine maintenance,"Utility man, Shift tech, Service/Dump truck operator",MILL OPERATION/PREPARATION PLANT,HANDLING OF MATERIALS,4101059,,2018
220181490004,Roof Fall Main South xc 41-42 entry 7,0,ACCIDENT ONLY,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,UNDERGROUND,FALL OF ROOF OR BACK,1100726,,2018
220180670005,"Was dislodging a rock from conveyor #20, flat strap came down and smashed middle finger of right hand. Heard a crunch and believes finger to be broken.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Handling coal, Rock, Ore","Laborer, Blacksmith, Bull gang, Parts runner, Roustabout, Pick-up man, Pitman","STRIP, QUARY, OPEN PIT",HANDLING OF MATERIALS,1401572,,2018
220181420024,"The R4 Refuse bin collapsed on contractor truck while it was being loaded from above, which prevented the driver from exiting the vehicle for approximately twenty minutes.",1,DAYS AWAY FROM WORK ONLY,ENTRAPMENT,Haulage or Dump truck,"Haul/Off road/Coal/Ore/Pit/Quarry/Rock/Rubber tire truck driver, Transportation truck driver","STRIP, QUARY, OPEN PIT",FALLING/SLIDING/ROLLING MATERIALS,4404212,B7442,2018
220180390026,"We had a roof fall in the Blue Rapids mine that was discovered this morning, 2/7/2018, during routine inspections. The exact time of fall is unknown but the area was observed yesterday afternoon too and the fall had not occurred then. No injuries occurred.",1,ACCIDENT ONLY,ROOF FALL,NO VALUE FOUND,NO VALUE FOUND,UNDERGROUND,FALL OF ROOF OR BACK,1400309,,2018
220180640019,"While cutting rope, employee cut right leg with a box cutter.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (not powered),"Utility man, Shift tech, Service/Dump truck operator",MILL OPERATION/PREPARATION PLANT,HANDTOOLS (NONPOWERED),3600006,,2018
220181090002,Employee was welding an I-Beam and the ladder fell out from under them. Employee fell on their left side onto a conduit pipe.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Welding or cutting,Welder (non-shop),MILL OPERATION/PREPARATION PLANT,SLIP OR FALL OF PERSON,3605023,,2018
220182550008,Employee was changing a broken training roller when they struck their right index finger with a hammer resulting in two stitches.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (not powered),"Utility man, Errand boy, Service truck operator",UNDERGROUND,HANDTOOLS (NONPOWERED),4407150,,2018
220181790027,"The miner was performing a tail pulley adjustment but not using the company-provided gloves or tools. The adjustable-jaw wrench being used, slipped & the miner's left hand contacted the metal guard, cutting the outside edge. EE was taken to the local ER where the injury was cleaned & ee received 11 stitches. EE was released for immediate return to work.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (not powered),"Bulldozer operator, Universal operator, Heavy equipment operator, Operating engineer","STRIP, QUARY, OPEN PIT",HANDTOOLS (NONPOWERED),1103186,,2018
220181490018,Maintenance EE was replacing a flow divider for the mill hydraulics. EE loosened the hose for the flow divider and hydraulic fluid splashed ee in the face and went under safety glasses and into eyes. EE flushed eyes and was taken to the ER. ER flushed eyes again and prescribed prescription eye drops. EE returned to work with no modified duty or lost time.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Machine maintenance,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",MILL OPERATION/PREPARATION PLANT,HANDLING OF MATERIALS,4101059,,2018
220180920012,EE was cutting a dust guard when the knife slipped and cut their knee. EE received stitches and returned to work with no restricted activity.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (not powered),"Miner, Prospector, NEC",SURFACE AT UNDERGROUND,HANDTOOLS (NONPOWERED),1302297,,2018
220181170029,Employee was flipping cutting edges on a D-11 bulldozer. The employee was using a 24-inch pry bar to rotate the cutting edge. When the cutting edge unexpectedly shifted employee got right pinky finger pinched between the pry bar and the shop floor. Employee was wearing leather gloves.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (not powered),"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech","STRIP, QUARY, OPEN PIT",HANDTOOLS (NONPOWERED),4103101,,2018
220180380022,Reportable due to sutures. Employee was trimming belt when the knife EE was using slipped cutting employee above right knee.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (not powered),"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",UNDERGROUND,HANDTOOLS (NONPOWERED),0102901,,2018
220182770009,While reinstalling a shovel tooth the employee's finger was smashed between the tooth and the adapter. The tip of right ring finger was split open and needed stitches.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Machine maintenance,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech","STRIP, QUARY, OPEN PIT",HANDLING OF MATERIALS,1001702,,2018
220183040004,Employee noticed the bit was wobbling in the jack hammer and then turned the hammer upside down to inspect finding the bid had broke. Employee removed the protruding part of the bit at which time the hammer was sat down accidently firing the mechanism. When it fired it shot the inner piece of broken bit out hitting employee on the bridge of the nose and safety glasses.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (powered),"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech","STRIP, QUARY, OPEN PIT",MACHINERY,2601916,,2018
220182430046,"Employee was using a grinder on a piece of steel, and EE got something in the left eye.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Grinding,"Outside foreman, Leadman","STRIP, QUARY, OPEN PIT",MACHINERY,2002942,,2018
220180530008,Employee was loosening a jam nut on a Rotex arm when the jam nut unexpectedly broke free causing the employees hand to slam forward into the rotex arm.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Machine maintenance,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech","STRIP, QUARY, OPEN PIT",HANDLING OF MATERIALS,4703717,,2018
220180780023,"Warehouse employee was boarding a fork lift, employee's shoes had some mud on the bottom, employee slipped and bumped right knee. Initially it appeared the knee was just bruised. On 2/27 the doctored order an MRI because knee continued to be sore, the MRI determined a torn meniscus, the doctor ordered physical therapy. The first physical therapy visit was on 3/13/18.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Getting on or off equipment,"Warehouseman, Bagger, Palletizer/Stacker, Store keeper, Packager, Fabricator, Cleaning plant operator","STRIP, QUARY, OPEN PIT",SLIP OR FALL OF PERSON,4801078,,2018
220182990019,"IE was assisting in constructing a stopping. When climbing the ladder the IE felt a ""pop"" in right knee. Initially a file only. IE received medical treatment on 10/18/2018.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Climb scaffolds, Ladders","Bull gang foreman, Labor foreman, Leadman, Section foreman, Shift boss",UNDERGROUND,HANDLING OF MATERIALS,1103141,,2018
220183020025,"Employee was cleaning beside crusher. A rock rolled over feeder edge and fell striking employee in shoulder. Do not know extent of injuries at this point. Update: Shoulder was bruised, no broken bones.",1,DAYS AWAY FROM WORK ONLY,SERIOUS INJURY,Handling supplies or material,"Bulldozer operator, Universal operator, Heavy equipment operator, Operating engineer","STRIP, QUARY, OPEN PIT",MACHINERY,4103327,,2018
220181760039,While reinstalling a gear box Employee strained groin.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Machine maintenance,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",MILL OPERATION/PREPARATION PLANT,HANDLING OF MATERIALS,2000420,STT,2018
220183200024,Employee stated was hanging curtain when EE slipped and fell into the rib cutting hand on a pie pan. Employee received stitches.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Set or remove brattice,"Continuous miner operator, Coal mole operator",UNDERGROUND,SLIP OR FALL OF PERSON,4609152,,2018
220181370021,Individual was washing a beaker that had a chip in the top. Resulted in a laceration on hand between thumb and index finger.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Handling supplies or material,"Quality control technician, Laboratory technician, Laboratory assistant",MILL OPERATION/PREPARATION PLANT,HANDLING OF MATERIALS,4202431,,2018
220190110020,Employee was stripping wire. Knife slipped. Thumb was cut requiring 1 suture.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (not powered),"Electrician, Lineman","STRIP, QUARY, OPEN PIT",HANDTOOLS (NONPOWERED),1103253,SN9,2018
220183130016,Employee was walking from the office to vehicle at the end of shift when ee twisted right knee.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Walking, Running",Superintendent,SURFACE AT UNDERGROUND,SLIP OR FALL OF PERSON,4102478,,2018
220181900022,Employee was hanging bolter cable when coming in contact with an angle bracket that had a sharp piece of metal on the side causing a laceration to right finger,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Move power cable,"Laborer, Bull gang,  Parts runner, Roustabout, Roof trimmer/scaler",UNDERGROUND,HANDLING OF MATERIALS,1103189,,2018
220180320002,"Employee was sorting 1 1/4"" steel, mill balls used to grind cement in a roller mill when a stray mill ball rolled down the chute incline and ramped up towards the employee who was in the process of securing the chute discharge to the upright position. As such, the steel mill ball struck the employee in the mouth.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Handling supplies or material,"Laborer, Blacksmith, Bull gang, Parts runner, Roustabout, Pick-up man, Pitman",MILL OPERATION/PREPARATION PLANT,HANDLING OF MATERIALS,1400034,,2018
220183030020,"The employee was taking their bottom steel out of the hole that they just drilled. And while pulling on the drill steel it hit the employee in the mouth, causing their tooth to be chipped.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Roof bolter, Drilling","Laborer, Bull gang, Faceman, Parts runner, Roustabout, Roof trimmer/scaler",UNDERGROUND,HANDLING OF MATERIALS,1103193,,2018
220181900031,Employee was moving water lines when the employee felt pain in back and leg.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Handling supplies or material,"Beltman, Conveyor man,  Conveyor belt worker, Mobile bridge carrierman, Feeder operator, Conveyor rider",UNDERGROUND,HANDLING OF MATERIALS,1518376,,2018
220180250040,Employee was walking around a light vehicle and slipped on ice. Employee tried to catch themselves by reaching out for tailgate. In doing that it pulled their shoulder making them fall to the ground on their upper body.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Walking, Running","Bulldozer operator, Universal operator, Heavy equipment operator, Operating engineer","STRIP, QUARY, OPEN PIT",SLIP OR FALL OF PERSON,2601916,,2018
220183200006,Employee was climbing ladder that leads to mix tank platform. Foot slipped and employee tried to keep from falling by grabbing fencing - Hand was cut on fencing.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Climb scaffolds, Ladders","Warehouseman, Bagger, Palletizer/Stacker, Store keeper, Packager, Fabricator, Cleaning plant operator",MILL OPERATION/PREPARATION PLANT,SLIP OR FALL OF PERSON,4609135,D799,2018
220180780013,"Placing a chute on a screen, the chute became lodged. The employee tried to dislodge the chute with a pry bar. EE was either hit by the chute or pry bar",1,FATALITY,DEATH,Machine maintenance,"Greaser, Grease man, Oiler, Lube man, Dragline oiler","STRIP, QUARY, OPEN PIT",MACHINERY,4202107,,2018
220183020032,The continuous miner was conducting retreat mining on the 2nd left panel off of Beast Sub-mains when the continuous miner got stuck and then some rock fell and caught the continuous miner preventing it from tramming out of the cut.,1,ACCIDENT ONLY,ROOF FALL,NO VALUE FOUND,NO VALUE FOUND,UNDERGROUND,FALL OF ROOF OR BACK,1519405,,2018
220182950017,Employee hit finger with a hammer.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (not powered),"Laborer, Blacksmith, Bull gang, Parts runner, Roustabout, Pick-up man, Pitman",SURFACE AT UNDERGROUND,HANDTOOLS (NONPOWERED),0103389,,2018
220182880004,"Employee had just arrived on the unit and was walking through the airlock at the power center. Employee's hat fell off and as they jerked their head forward to catch the hat, they hit their head on the slide anchor. Sutures were required to close a laceration.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Walking, Running","Scoop tram operator, Load/Haul/Dump operator",UNDERGROUND,STRIKING OR BUMPING,1519374,,2018
220191060019,"On June 14, 2018 a fall of ground occurred in the HGS 3159 Tire Shop area. The underground Geotechnical Engineer was called to the area at approximately 3:30PM. The area was inspected and identified a structure had moved, causing the ground to fail.",1,ACCIDENT ONLY,ROOF FALL,NO VALUE FOUND,NO VALUE FOUND,UNDERGROUND,FALL OF ROOF OR BACK,2602286,,2018
220180090012,EE cutting a section of air hose with a utility knife and cut L index finger requiring 3 sutures,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (not powered),"Weighman, Scale person",MILL OPERATION/PREPARATION PLANT,HANDTOOLS (NONPOWERED),0400034,,2018
220180110004,"Employee was inspecting fire extinguishers. Employee walked inside of train locomotive and stepped into floor hatch, injuring left leg. The floor hatch was left open by employees to allow heat to get to air lines. Employee did not use barricade or signage.",1,DYS AWY FRM WRK & RESTRCTD ACT,SERIOUS INJURY,Inspect equipment or mine,"Warehouseman, Bagger, Palletizer/Stacker, Store keeper, Packager, Fabricator, Cleaning plant operator",MILL OPERATION/PREPARATION PLANT,SLIP OR FALL OF PERSON,2300134,,2018
220180680019,"While operating the left side drill head of the RB-2 roof bolter, the starter steel became stuck in the mine roof. The operator lowered the drill box down 1/2 of the way and jerked the stuck steel out of the hole. The operator's small finger on left hand was pinched between the drill steel and the drill head of the machine. 3 stitches were required to close the wound.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Roof bolter, Drilling","Roof bolter, Rock bolter,  Pinner, Mobile roof support operator (MRS)",UNDERGROUND,MACHINERY,4202241,,2018
220180250007,"While operating the longwall shearer, there was a small coal outburst and small coal particles hit employee in the face and left eye. Injured employees eyes were flushed and EE finished EE's shift. Employee followed up with a doctor who removed a small piece of coal from EE's eye. Employee was wearing safety glasses and has proper training. No rules or regulations were violated.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Longwall, Shear, Plow","Utility man, Errand boy, Service truck operator",UNDERGROUND,FALL OF FACE/RIB/PILLAR/SIDE/HIGHWALL,4601318,,2018
220183320016,Employee was cutting a rag with a utility knife to cover face from wind and didn't have gloves on. The knife opened up and cut employee's right hand.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (not powered),"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech","STRIP, QUARY, OPEN PIT",HANDTOOLS (NONPOWERED),1519163,,2018
220181510008,"2100 screen was fully locked out/tagged out, when four employees were changing the belt on the screen. Injured employee's right hand got caught between the belt and hopper when they were sliding the belt in.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Machine maintenance,"Master mechanic, Foreman, Supervisor","STRIP, QUARY, OPEN PIT",HANDLING OF MATERIALS,0405364,,2018
220190070004,At approx 10:30 AM EE was operating Cat D8R dozer. EE proceeded to dismount the equipment to visually examine work area. EE's foot was caught between blade rise & machine tracks while simultaneously slipping on the wet & muddy tracks. This caused EE's left ankle to twist & then caused EE to fall onto tracks. EE called Pit Foreman at 10:47 AM & notified Foreman,1,DYS AWY FRM WRK & RESTRCTD ACT,SERIOUS INJURY,Getting on or off equipment,"Bulldozer operator, Universal operator, Heavy equipment operator, Operating engineer","STRIP, QUARY, OPEN PIT",SLIP OR FALL OF PERSON,4503415,,2018
220190070025,Employee was walking by workers grinding metal on the shovel dipper when they felt something get in their eye.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Walking, Running","Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech","STRIP, QUARY, OPEN PIT",OTHER,0200024,,2018
220180330014,Employee was struck by a piece of metal that broke off of a hand tool while trying to line up a hole on a liner.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (not powered),"Crusher attendant/operator, Pan feeder operator/worker","STRIP, QUARY, OPEN PIT",HANDTOOLS (NONPOWERED),1800017,,2018
220182980001,EE was pushing a wheelbarrow of mud out of the surge pile tunnel to go dump it. In the process the EE stepped on a piece of dry mud which caused them to lose their footing and strain their back because they continued to hang onto the wheelbarrow. They sought treatment with a chiropractor.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Move non-self-propelled equip,"Bulldozer operator, Universal operator, Heavy equipment operator, Operating engineer","STRIP, QUARY, OPEN PIT",NONPOWERED HAULAGE,4700235,,2018
220180290011,Employee was pulling a wash down water hose up to the next floor of the prep plant by hand. The water hose slipped through right hand and a metal hose clamp pulled through their hand and cut the inside of the hand. Employee took themselves to the hospital and received 8 stitches. Employee returned to work that same evening and has missed no work.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Handling supplies or material,"Miner, Prospector, NEC",MILL OPERATION/PREPARATION PLANT,HANDLING OF MATERIALS,1510445,,2018
220181920005,"The operator of lube truck 4210 noticed flames on the equipment. Ee activated fire suppression and exited lube truck. The ee then used a fire extinguisher to extinguish the flame. The ee inhaled extinguishing agent. The ee was transported to the hospital and was put off work pending follow-up. On follow-up, ee continued off work.",1,DAYS AWAY FROM WORK ONLY,MINE FIRE,Handling supplies or material,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",UNDERGROUND,HANDLING OF MATERIALS,2602286,,2018
220182070028,"Operating a scraper, ran over a rock in cut area causing air ride seat to bottom out.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Scraper, Pan scraper",Scraper-loader operator,SURFACE AT UNDERGROUND,POWERED HAULAGE,2602314,U82,2018
220180880004,Miner was cutting wire with a grinder. The cut-off wheel came apart and shattered. Pieces hit EE in the safety glasses and left cheek below the safety glasses.,1,DAYS AWAY FROM WORK ONLY,SERIOUS INJURY,Grinding,"Miner, Prospector, NEC","STRIP, QUARY, OPEN PIT",MACHINERY,2602386,,2018
220181520029,"While replacing an oil filter in the fine crusher plant, employee struck hand on a pipe causing fracture to right little finger.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Machine maintenance,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",MILL OPERATION/PREPARATION PLANT,HANDLING OF MATERIALS,0201049,,2018
220180470018,"Weather was cold and the tank opening tends to be stiff and hard to open. While operator was placing their feet to get sample, the lid fell and hand was in the way and the lid fell on their hand.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Idle,"Ball/Rod/Pebble/Hand/Limestone/Dry mill operator, Roller operator",SURFACE AT UNDERGROUND,FALLING/SLIDING/ROLLING MATERIALS,4100055,,2018
220183240003,EE travels the air ways ee was in the process of walking to the date board to date up. EE was watching were ee was stepping with head down and when ee looked up ee came into contact with a piece of draw rock that was hanging down. It injured nose and left eye. EE was taken to the hospital were ee was treated and released.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Walking, Running","Laborer, Bull gang,  Parts runner, Roustabout, Roof trimmer/scaler",UNDERGROUND,STRIKING OR BUMPING,1518775,,2018
220180740005,"EE was hammering on a piece of metal, trying to straighten it out. EE missed swinging at the metal and strained EE's right wrist. An incident report was filed on but no medical attention was administered. EE aggravated the wrist again on 3/12/18, and sought medical attention on 3/13/18.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (not powered),"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",UNDERGROUND,HANDTOOLS (NONPOWERED),1500006,,2018
220181620040,Employee was attepting to re-hook a chain to the duster and smashed big toe causing injury.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Handling supplies or material,"Laborer, Bull gang,  Parts runner, Roustabout, Roof trimmer/scaler",UNDERGROUND,HANDLING OF MATERIALS,4609028,MVK,2018
220182630005,"On 9/7/2018, an employee got dust in EE's eye. After continued irritation, on 9/10/2018, the employee went to the clinic for additional evaluation and received a drop of medication in the right eye.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Machine maintenance,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech","STRIP, QUARY, OPEN PIT",HANDLING OF MATERIALS,0200024,,2018
220182410002,Blaster helper cut meaty part of hand with razor knife while cutting tubes.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (not powered),"Laborer, Blacksmith, Bull gang, Parts runner, Roustabout, Pick-up man, Pitman","STRIP, QUARY, OPEN PIT",HANDTOOLS (NONPOWERED),0901204,B2686,2018
